pid,x,y
906,607607.9479336931,227514.19551128216
907,607607.4576993034,227513.66267747123
908,607606.9793581209,227513.11914151107
909,607606.513143717,227512.56516880737
910,607606.0592837416,227512.001029862
911,607605.618,227511.427
912,607554.744,227444.092
913,607549.781,227448.955
914,607506.951,227491.676
915,607483.518,227515.069
916,607465.424,227533.179
917,607412.64,227599.113
918,607403.93,227609.518
919,607403.38,227608.114
920,607403.2719978234,227607.82418842643
921,607402.7946851125,227606.51537839114
922,607402.3324351003,227605.2011729054
923,607401.8853087584,227603.8817453148
924,607401.4533650632,227602.55726965377
925,607401.0366609888,227601.22792062254
926,607400.6352514991,227599.89387356414
927,607400.2491895405,227598.55530444128
928,607399.8785260352,227597.2123898132
929,607399.5233098743,227595.86530681225
930,607399.1835879112,227594.5142331206
931,607398.8594049558,227593.15934694684
932,607398.5508037682,227591.8008270024
933,607398.2578250534,227590.43885247796
934,607397.9805074558,227589.07360302
935,607397.7188875538,227587.70525870682
936,607397.473,227586.334
937,607378.391,227475.448
938,607379.292,227463.441
939,607381.058,227440.35
940,607382.464,227421.808
941,607372.577,227421.021
942,607359.519,227419.99
943,607350.775,227419.284
944,607320.878,227417.057
945,607315.87,227416.664
946,607314.063,227437.448
947,607311.481,227465.918
948,607311.248,227467.892
949,607309.676,227467.564
950,607275.899,227486.669
951,607248.589,227502.115
952,607224.972,227515.815
953,607229.495,227528.989
954,607230.992,227533.348
955,607210.327,227548.247
956,607202.057,227554.072
957,607195.339,227558.891
958,607180.445,227569.676
959,607101.938,227625.845
960,607099.248,227627.773
961,607099.0096313807,227628.14699409145
962,607098.3959246839,227629.08912907745
963,607097.7688741143,227630.02243600698
964,607097.1286066407,227630.9467258987
965,607096.4752519084,227631.86181159702
966,607095.8089422123,227632.7675078101
967,607095.1298124705,227633.66363114727
968,607094.438,227634.55
969,607093.8413570515,227635.2938271845
970,607093.1281372476,227636.15933342592
971,607092.4026427619,227637.01457683783
972,607091.6650212522,227637.8593833547
973,607090.9154228448,227638.69358103522
974,607090.154,227639.517
975,607089.8937250857,227639.7933100725
976,607089.1235925455,227640.59523766034
977,607088.342,227641.386
978,607064.918,227664.788
979,607061.941,227667.768
980,607060.468,227669.248
981,607060.2868095931,227669.46441912185
982,607060.0412742719,227669.77896501464
983,607059.8085448425,227670.10310036494
984,607059.5889954052,227670.4363041422
985,607059.3829788741,227670.77804073892
986,607059.1908264101,227671.1277608315
987,607059.0128468879,227671.4849022633
988,607058.8493264006,227671.84889094825
989,607058.7005277983,227672.2191417937
990,607058.5666902672,227672.59505964094
991,607058.448028944,227672.9760402218
992,607058.3447345706,227673.36147113005
993,607058.2569731873,227673.75073280578
994,607058.1848858658,227674.14319953136
995,607058.1285884827,227674.53824043716
996,607058.0881715331,227674.93522051573
997,607058.0636999852,227675.3335016425
998,607058.0552131755,227675.7324436015
999,607058.0627247463,227676.13140511457
1000,607058.0862226231,227676.52974487207
1001,607058.1256690343,227676.92682256375
1002,607058.181,227677.322
1003,607058.2519273928,227677.71447902895
1004,607058.3385382035,227678.10379773524
1005,607058.4406928036,227678.48932973816
1006,607058.5582268236,227678.8704547068
1007,607058.6909511482,227679.24655940133
1008,607058.8386522207,227679.61703865958
1009,607059.0010923861,227679.98129637085
1010,607059.1780102742,227680.33874643518
1011,607059.3691212194,227680.68881370616
1012,607059.5741177193,227681.03093491658
1013,607059.7926699293,227681.3645595846
1014,607060.0244261932,227681.68915089947
1015,607060.2690136093,227682.00418658555
1016,607060.5260386302,227682.30915974217
1017,607060.752,227682.558
1018,607047.167,227669.403
1019,607044.023,227667.401
1020,607027.554,227679.342
1021,607027.096727761,227679.06738571878
1022,607026.0389763209,227678.4188117003
1023,607024.9896761327,227677.75665199017
1024,607023.9490016802,227677.08101669612
1025,607022.9171260128,227676.39201816663
1026,607021.8942207168,227675.6897709724
1027,607020.8804558866,227674.97439188717
1028,607019.876,227674.246
1029,607017.316,227678.047
1030,607016.181,227679.715
1031,606973.252,227706.802
1032,606942.052,227673.06
1033,606913.75,227642.45
1034,606836.5,227544.8
1035,606757.5,227482.85
1036,606657.65,227421.15
1037,606576.236,227380.518
1038,606521.95,227353.33
1039,606388.0,227295.0
1040,606252.52,227247.77
1041,606127.81,227226.18
1042,606058.35,227224.78
1043,605890.63,227243.39
1044,605821.22,227246.84
1045,605758.22,227252.24
1046,605673.63,227267.33
1047,605610.364,227350.394
1048,605566.377,227403.966
1049,605526.692,227455.348
1050,605517.861,227469.086
1051,605509.182,227486.198
1052,605507.76,227490.549
1053,605503.36,227516.797
1054,605495.59,227576.989
1055,605489.819,227621.894
1056,605482.93,227673.257
1057,605482.304,227678.212
1058,605439.602,228001.836
1059,605431.924,228062.948
1060,605401.571,228294.743
1061,605389.287,228386.831
1062,605379.608,228462.654
1063,605354.735,228651.242
1064,605354.576,228655.025
--------------------------------------------------
